[00:19:22] [Server thread/INFO]: Starting minecraft server version 1.15.2
[00:19:22] [Server thread/INFO]: Loading properties
[00:19:22] [Server thread/INFO]: Default game type: SURVIVAL
[00:19:22] [Server thread/INFO]: Generating keypair
[00:19:22] [Server thread/INFO]: Starting Minecraft server on 51.68.115.89:25565
[00:19:22] [Server thread/INFO]: Using epoll channel type
[00:19:23] [Server thread/INFO]: This server is running CraftBukkit version git-Bukkit-8160e29 (MC: 1.15.2) (Implementing API version 1.15.2-R0.1-SNAPSHOT)
[00:19:29] [Server thread/WARN]: Plugin DiscordChat v1.4.2 does not specify an api-version.
[00:19:29] [Server thread/INFO]: [WorldEdit] Loading WorldEdit v7.0.1;61bc012
[00:19:30] [Server thread/INFO]: Got request to register class com.sk89q.worldedit.bukkit.BukkitServerInterface with WorldEdit [com.sk89q.worldedit.extension.platform.PlatformManager@74bd2d75]
[00:19:30] [Server thread/INFO]: [DiscordChat] Loading DiscordChat v1.4.2
[00:19:30] [Server thread/INFO]: [Essentials] Loading Essentials v2.17.1.0
[00:19:30] [Server thread/INFO]: [Multiverse-Core] Loading Multiverse-Core v4.1.0-b775
[00:19:30] [Server thread/INFO]: [Multiverse-Portals] Loading Multiverse-Portals v4.1.0-b805
[00:19:30] [Server thread/INFO]: [WorldEdit] Enabling WorldEdit v7.0.1;61bc012
[00:19:30] [Server thread/INFO]: WEPIF: Using the Bukkit Permissions API.
[00:19:32] [Server thread/WARN]: [WorldEdit]  WorldEdit works better if you use Paper 
[00:19:32] [Server thread/WARN]: [WorldEdit]  as your server software. 
[00:19:32] [Server thread/WARN]: [WorldEdit]   
[00:19:32] [Server thread/WARN]: [WorldEdit]  Paper offers significant performance improvements,
[00:19:32] [Server thread/WARN]: [WorldEdit]  bug fixes, security enhancements and optional
[00:19:32] [Server thread/WARN]: [WorldEdit]  features for server owners to enhance their server.
[00:19:32] [Server thread/WARN]: [WorldEdit]   
[00:19:32] [Server thread/WARN]: [WorldEdit]  Paper includes Timings v2, which is significantly
[00:19:32] [Server thread/WARN]: [WorldEdit]  better at diagnosing lag problems over v1.
[00:19:32] [Server thread/WARN]: [WorldEdit]   
[00:19:32] [Server thread/WARN]: [WorldEdit]  All of your plugins should still work, and the
[00:19:32] [Server thread/WARN]: [WorldEdit]  Paper community will gladly help you fix any issues.
[00:19:32] [Server thread/WARN]: [WorldEdit]   
[00:19:32] [Server thread/WARN]: [WorldEdit]  Join the Paper Community @ https://papermc.io
[00:19:32] [Server thread/WARN]: [WorldEdit] ====================================================
[00:19:32] [Server thread/INFO]: Preparing level "SpaceTacos"
[00:19:33] [Server thread/INFO]: Reloading ResourceManager: Default, bukkit
[00:19:34] [Server thread/INFO]: Loaded 6 recipes
[00:20:03] [Server thread/INFO]: Registering commands with com.sk89q.worldedit.bukkit.BukkitServerInterface
[00:20:03] [Server thread/INFO]: Preparing start region for dimension 'SpaceTacos'/minecraft:overworld
[00:20:04] [Server thread/INFO]: Preparing spawn area: 0%
[00:20:04] [Server thread/INFO]: Preparing spawn area: 0%
[00:20:04] [Server thread/INFO]: Preparing spawn area: 0%
[00:20:05] [Server-Worker-1/INFO]: Preparing spawn area: 0%
[00:20:05] [Server thread/INFO]: Preparing spawn area: 84%
[00:20:05] [Server thread/INFO]: Time elapsed: 2320 ms
[00:20:05] [Server thread/INFO]: Preparing start region for dimension 'SpaceTacos_nether'/minecraft:the_nether
[00:20:06] [Server thread/INFO]: Preparing spawn area: 0%
[00:20:06] [Server thread/INFO]: Preparing spawn area: 0%
[00:20:06] [Server thread/INFO]: Time elapsed: 989 ms
[00:20:06] [Server thread/INFO]: Preparing start region for dimension 'SpaceTacos_the_end'/minecraft:the_end
[00:20:07] [Server thread/INFO]: Preparing spawn area: 0%
[00:20:07] [Server-Worker-1/INFO]: Preparing spawn area: 83%
[00:20:07] [Server-Worker-1/INFO]: Preparing spawn area: 83%
[00:20:08] [Server thread/INFO]: Time elapsed: 1472 ms
[00:20:08] [Server thread/INFO]: [DiscordChat] Enabling DiscordChat v1.4.2
[00:20:08] [Server thread/WARN]: SLF4J: Failed to load class "org.slf4j.impl.StaticLoggerBinder".
[00:20:08] [Server thread/WARN]: SLF4J: Defaulting to no-operation (NOP) logger implementation
[00:20:08] [Server thread/WARN]: SLF4J: See http://www.slf4j.org/codes.html#StaticLoggerBinder for further details.
[00:20:09] [Server thread/WARN]: SLF4J: Failed to load class "org.slf4j.impl.StaticMDCBinder".
[00:20:09] [Server thread/WARN]: SLF4J: Defaulting to no-operation MDCAdapter implementation.
[00:20:09] [Server thread/WARN]: SLF4J: See http://www.slf4j.org/codes.html#no_static_mdc_binder for further details.
[00:20:09] [Server thread/WARN]: [Server thread] INFO JDA - Login Successful!
[00:20:09] [JDA MainWS-ReadThread/WARN]: [JDA MainWS-ReadThread] INFO WebSocketClient - Connected to WebSocket
[00:20:09] [JDA MainWS-ReadThread/WARN]: [JDA MainWS-ReadThread] INFO JDA - Finished Loading!
[00:20:10] [JDA MainWS-ReadThread/INFO]: [DiscordChat] Successfully linked to Discord server 'Space Tacos#doritos-city'!
[00:20:10] [Server thread/INFO]: [Essentials] Enabling Essentials v2.17.1.0
[00:20:10] [Server thread/ERROR]: [Essentials] You are running an unsupported server version!
[00:20:10] [Server thread/INFO]: Attempting to convert old kits in config.yml to new kits.yml
[00:20:10] [Server thread/INFO]: No kits found to migrate.
[00:20:10] [Server thread/INFO]: [Essentials] Using 1.8.3+ BlockStateMeta provider as mob spawner provider.
[00:20:10] [Server thread/INFO]: [Essentials] Using 1.13+ flat spawn egg provider as spawn egg provider.
[00:20:10] [Server thread/INFO]: [Essentials] Using 1.9+ BasePotionData provider as potion meta provider.
[00:20:10] [Server thread/INFO]: Loaded 20977 items from items.json.
[00:20:10] [Server thread/INFO]: Using locale en_US
[00:20:11] [Server thread/INFO]: [Essentials] ServerListPingEvent: Spigot iterator API
[00:20:11] [Server thread/INFO]: [Essentials] Starting Metrics. Opt-out using the global bStats config.
[00:20:11] [Server thread/INFO]: [Essentials] Using superperms-based permissions.
[00:20:11] [Server thread/INFO]: [Multiverse-Core] Enabling Multiverse-Core v4.1.0-b775
[00:20:11] [Server thread/WARN]: [Multiverse-Core] "Multiverse-Core v4.1.0-b775" has registered a listener for org.bukkit.event.entity.EntityCreatePortalEvent on method "public void com.onarandombox.MultiverseCore.listeners.MVPortalListener.entityPortalCreate(org.bukkit.event.entity.EntityCreatePortalEvent)", but the event is Deprecated. "Server performance will be affected"; please notify the authors [Rigby, fernferret, lithium3141, main--, dumptruckman].
[00:20:11] [Server thread/INFO]: [Multiverse-Core] We are aware of the warning about the deprecated event. There is no alternative that allows us to do what we need to do. The performance impact is negligible.
[00:20:11] [Server thread/INFO]: Preparing start region for dimension 'flatroom'/minecraft:overworld
[00:20:12] [Server thread/INFO]: Preparing spawn area: 0%
[00:20:12] [Server thread/INFO]: Preparing spawn area: 0%
[00:20:12] [Server thread/INFO]: Preparing spawn area: 0%
[00:20:12] [Server-Worker-2/INFO]: Preparing spawn area: 26%
[00:20:13] [Server thread/INFO]: Time elapsed: 2084 ms
[00:20:13] [Server thread/INFO]: [Multiverse-Core] 4 - World(s) loaded.
[00:20:13] [Server thread/INFO]: [Multiverse-Core] Version 4.1.0-b775 (API v24) Enabled - By Rigby, fernferret, lithium3141, main-- and dumptruckman
[00:20:13] [Server thread/INFO]: [Multiverse-Core] Help dumptruckman keep this project alive. Become a patron! https://www.patreon.com/dumptruckman
[00:20:13] [Server thread/INFO]: [Multiverse-Core] One time donations are also appreciated: https://www.paypal.me/dumptruckman
[00:20:13] [Server thread/INFO]: [Multiverse-Portals] Enabling Multiverse-Portals v4.1.0-b805
[00:20:13] [Server thread/INFO]: [Multiverse-Portals] 0 - Portals(s) loaded
[00:20:13] [Server thread/INFO]: [Multiverse-Portals] Found WorldEdit. Using it for selections.
[00:20:13] [Server thread/INFO]: [Multiverse-Portals 4.1.0-b805]  Enabled - By Rigby and fernferret
[00:20:13] [Server thread/INFO]: Server permissions file permissions.yml is empty, ignoring it
[00:20:14] [Server thread/INFO]: Done (41.585s)! For help, type "help"
[00:21:48] [User Authenticator #1/INFO]: UUID of player MiMtv is 18b99c98-58e7-490d-b47e-47ba7ce9cfc4
[00:21:49] [Server thread/INFO]: MiMtv[/37.165.213.210:46601] logged in with entity id 184 at ([SpaceTacos]-93.79399887469692, 70.0, -70.63549094637902)
[00:21:56] [Server thread/INFO]: MiMtv issued server command: /world flatroom
[00:22:07] [User Authenticator #2/INFO]: UUID of player Gewalt is 57edab0a-9e9e-46c6-b19d-9811387a1d74
[00:22:07] [Server thread/INFO]: Gewalt[/91.169.189.158:46994] logged in with entity id 387 at ([SpaceTacos]-91.4818289055216, 71.0, -76.54701589619074)
[00:22:15] [Server thread/INFO]: Gewalt issued server command: /tp MiMtv
[00:22:28] [Server thread/INFO]: MiMtv issued server command: /speed10
[00:22:30] [Server thread/INFO]: MiMtv issued server command: /speed 10
[00:23:02] [Server thread/INFO]: MiMtv issued server command: /warps
[00:23:04] [Server thread/INFO]: Gewalt issued server command: /warp
[00:23:08] [Server thread/INFO]: MiMtv issued server command: /warp flatroom
[00:23:09] [Server thread/INFO]: Gewalt issued server command: /warp flatroom
[00:25:09] [Server thread/INFO]: MiMtv issued server command: /tp Gewalt
[00:25:18] [Server thread/WARN]: MiMtv moved too quickly! -11.661475760659187,20.56097591483818,-113.92169989276972
[00:25:43] [Server thread/INFO]: Gewalt lost connection: Disconnected
[00:25:43] [Server thread/INFO]: Gewalt left the game
[00:25:51] [Server thread/INFO]: MiMtv lost connection: Disconnected
[00:25:51] [Server thread/INFO]: MiMtv left the game
